Día,Damage Promedio,Densidad Promedio,Fracción de Volumen Promedio,Energia de Deformacion,Modulo de elasticidad promedio,% de Cenizas alpha,Promedios densida tejido
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6.124738494150961e-10,1.5014484581587846,0.6788181400847764,216.4625849542196,9939951.684193771,0.6215943489999999,2.21185671021
3,1.733402532622108e-09,1.5014484575021938,0.6788181397879258,216.4630749032129,9939951.673051795,0.6215943489999999,2.21185671021
4,3.2654153825362187e-09,1.501448456604808,0.6788181393822099,216.46380960592566,9939951.657823661,0.6215943489999999,2.21185671021
5,5.118189760899838e-09,1.5014484555195342,0.6788181388915481,216.46478880430337,9939951.639407173,0.6215943489999999,2.21185671021
6,7.208350916165784e-09,1.5014484542952102,0.6788181383380201,216.46601216048205,9939951.618631072,0.6215943489999999,2.21185671021
7,9.459471428385768e-09,1.5014484529766032,0.6788181377418662,216.46747925654532,9939951.596255044,0.6215943489999999,2.21185671021
8,1.1802071986366514e-08,1.501448451604411,0.6788181371214861,216.4691895924592,9939951.572969707,0.6215943489999999,2.21185671021
9,1.417362205380357e-08,1.5014484502152619,0.6788181364934394,216.4711425901782,9939951.549396614,0.6215943489999999,2.21185671021
10,1.651853798190217e-08,1.5014484488417137,0.6788181358724461,216.47333759403656,9939951.526088262,0.6215943489999999,2.21185671021
11,1.878818456368947e-08,1.5014484475122551,0.6788181352713863,216.47577386763157,9939951.503528085,0.6215943489999999,2.21185671021
12,2.0940874367880724e-08,1.5014484462513054,0.6788181347012995,216.47845059589412,9939951.482130453,0.6215943489999999,2.21185671021
13,2.2941867849901598e-08,1.5014484450792118,0.6788181341713857,216.48136688699265,9939951.462240674,0.6215943489999999,2.21185671021
14,2.476337368495507e-08,1.5014484440122549,0.678818133689005,216.48452177549572,9939951.444134993,0.6215943489999999,2.21185671021
15,2.6384548101887617e-08,1.5014484430626434,0.6788181332596773,216.48791421638452,9939951.428020598,0.6215943489999999,2.21185671021
16,2.779149554932303e-08,1.5014484422385164,0.6788181328870821,216.49154309125737,9939951.414035609,0.6215943489999999,2.21185671021
17,2.8977268140550905e-08,1.5014484415439435,0.6788181325730598,216.49540720681642,9939951.402249087,0.6215943489999999,2.21185671021
18,2.994186587557124e-08,1.5014484409789255,0.67881813231761,216.49950530024006,9939951.392661031,0.6215943489999999,2.21185671021
19,3.069223708518365e-08,1.501448440539392,0.678818132118893,216.50383605575837,9939951.385202378,0.6215943489999999,2.21185671021
20,3.124227754280895e-08,1.501448440217203,0.6788181319732286,216.50839807006722,9939951.379735002,0.6215943489999999,2.21185671021
